sifra,naziv,placa,lokacija,opis
321361,PROGRAMIRANJE,10.00 €/h neto (11.83 €/h bruto),LJUBLJANA - ŠIŠKA,"IT podjetje išče izkušenega PHP (SYMFONY) razvijalca za razvoj mednarodne web aplikacije. Zahtevano je poznavanje tehnologij PHP (SYMFONY). Nudijo možnost dolgoročnega sodelovanja, tudi kasnejše redne zaposlitve in stimulativno plačilo. Prijave sprejemajo na e-mail.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321361 . Narava dela: začasno in občasno delo "
321360,PROGRAMIRANJE,10.00 €/h neto (11.83 €/h bruto),LJUBLJANA - ŠIŠKA,"IT podjetje išče izkušenega REACT razvijalca za razvoj mednarodne web aplikacije. Zahtevano je poznavanje tehnologij REACT, Html, CSS in JavaScript. Nudijo možnost dolgoročnega sodelovanja, tudi kasnejše redne zaposlitve in stimulativno plačilo. Prijave sprejemajo na e-mail.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321360 . Narava dela: začasno in občasno delo "
321359,PROGRAMIRANJE,10.00 €/h neto (11.83 €/h bruto),LJUBLJANA - ŠIŠKA,"IT podjetje išče izkušenega ANGULAR razvijalca za razvoj mednarodne web aplikacije. Zahtevano je poznavanje tehnologij ANGULAR, Html, CSS in JavaScript. Nudijo možnost dolgoročnega sodelovanja, tudi kasnejše redne zaposlitve in stimulativno plačilo. Prijave sprejemajo na e-mail.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321359 . Narava dela: začasno in občasno delo "
321358,DELO NA BENCINSKEM SERVISU,6.00 €/h neto (7.10 €/h bruto),"ROŽNA DOLINA, NOVA GORICA","Delo na bencinskem servisu, delo na blagajni in urejanje trgovine.Št. prostih mest: 2 . Trajanje: POLETJE 2020 . Delovnik: Po dogovoru. Šifra: 321358 . Narava dela: začasno in občasno delo "
321357,PROGRAMIRANJE,PO PROJEKTU...,LJUBLJANA,"Podjetje išče osebo za razvoj poslovne programske opreme v Android studiu(testiranje rešitev in njihovo implementiranje, sistematično analiziranje in samostojno reševanje problemov). Pričakujejo kreativnost, samoiniciativnost, natančnost in komunikativnost.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Dopoldan. Šifra: 321357 . Narava dela: začasno in občasno delo "
321355,PRODAJA,4.56 €/h neto (5.40 €/h bruto),POSTOJNA,"Podjetje išče kandidata/ko za pomoč pri prodaji v otroški trgovini. Delo obsega svetovanje strankam, delo na blagajni, čiščenje in pospravljanje poslovalnice in skladišča. Pogoji: starost nad 18 let,  resnost in delavnost. Dela se predvidoma 3 ure dnevno, po potrebi in dogovoru.Št. prostih mest: 1 . Trajanje: POLETJE 2020 . Delovnik: Popoldan. Šifra: 321355 . Narava dela: začasno in občasno delo "
321353,POMOČ V STREŽBIPOMIVALEC,5.07 €/h neto (6.00 €/h bruto),PACUG,Podjetje išče osebo za pomoč v strežbi in delo v pomivalnici. Pogoj je starost nad 18 let.Št. prostih mest: 1 . Trajanje: DO 5. AVGUSTA 2020 . Delovnik: Po dogovoru. Šifra: 321353 
321351,REDITELJ,5.49 €/h neto (6.50 €/h bruto),IZOLA,Potrebujejo polnoletno osebo za delo na zapornici z znanjem italijanskega in angleškega jezika. Delo poteka ob petkih in sobotah med 18. in 24. uro.Št. prostih mest: 1 . Trajanje: DO 29. 8. 2020 . Delovnik: Po dogovoru. Šifra: 321351 . Narava dela: začasno in občasno delo 
321350,ADMINISTRATIVNA DELA,5.24 €/h neto (6.20 €/h bruto),KOPER,"Za opravljanje administrativnih del potrebujejo polnoletno osebo. Opis dela: skeniranje in preslikovanje in urejanje pošte, komuniciranje preko telefona ... Oseba naj bo sistematična, natančna, odgovorna, zanesljiva ter vredna zaupanja. Pogoj je starost nad 18 let. Prijavo z dosedanjimi izkušnjami pošlji na e-mail.Št. prostih mest: 1 . Trajanje: OKVIRNO DO 31. 12. 2020 . Delovnik: Dopoldan. Šifra: 321350 . Narava dela: začasno in občasno delo "
321349,POMOČ V STREŽBI,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"Iščejo študenta/ko za pomoč v strežbi izkušnje so zaželene, niso pa pogoj za delo. Prednost dela v lokalu, je da se med tednom zapre ob 18. uri, sobote in nedelje pa je lokal zaprt.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321349 . Narava dela: začasno in občasno delo "
321348,POMOČ V STREŽBI,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"Iščejo pozitivni, samozavestni osebi za pomoč v gostinskem lokalu. Izkušnje so zaželene niso pa pogoj.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321348 . Narava dela: začasno in občasno delo "
321345,POUČEVANJE,10.00 €/h neto (11.83 €/h bruto),LJUBLJANA,"Podjetje išče absolventa/ko ali študenta/ko 4. letnika angleščine, z veseljem do poučevanja otrok. Pogoji: samostojnost, samoiniciativnost, prijaznost in veselje do dela z otroki. Nudijo redno in stimulativno plačilo ter dolgoročno delo. Izkušnje na tem področju so zelo zaželene. Prednost imajo kandidati, ki poleg angleščine lahko poučujejo še kateri drug tuji jezik. CV z navedbo relevantnih izkušenj sprejemajo na e-mail. Uvajanje že poleti.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 321345 . Narava dela: začasno in občasno delo "
321343,POUČEVANJE,10.00 €/h neto (11.83 €/h bruto),LJUBLJANA,"Podjetje išče študenta/ko za poučevanje Lego Education programov. Prednost imajo študenti/tke naravoslovnih smeri višjih letnikov in absolventi z veliko prostega časa ter poznavanjem programiranja (navedite izkušnje). Pogoji: samostojnost, samoiniciativnost, prijaznost in veselje do dela tako z otroki kot z odraslimi. Nudijo redno in stimulativno plačilo. Izkušnje na tem področju so zelo zaželene. CV z navedbo relevantnih izkušenj sprejemajo na e-mail. Uvajanje poleti.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 321343 . Narava dela: začasno in občasno delo "
321341,STREŽBA,5.50 €/h neto (6.51 €/h bruto),GROSUPLJE,Pogoj je starost nad 18 let. Urnik dela po dogovoru.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321341 . Narava dela: začasno in občasno delo 
321340,DELO NA RECEPCIJI,5.49 €/h neto (6.50 €/h bruto),BANOVCI,Podjetje potrebuje dve osebi za delo na recepciji v manjšem hotelu in za pomoč pri pripravi zajtrkov in čiščenju.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321340 . Narava dela: začasno in občasno delo 
321337,DELO V SKLADIŠČUPAKIRANJE,5.50 €/h neto (6.51 €/h bruto),MENGEŠ,"Potrebujejo polnoletni osebi, ki bi  pomagali od 9. ure dalje delati v skladišču (premik škatel, raztovarjanje, iskanje produktov in podobno).Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 321337 . Narava dela: začasno in občasno delo "
321336,PROGRAMIRANJE,5.07 €/h neto (6.00 €/h bruto),ŠENTJUR,"Iščejo študenta/-ko višjega oz. zadnjega letnika študijske smeri elektrotehnika, ki se je pripravljen naučiti PLC programiranja. Zaželena je resnost, možnost kasnejše redne zaposlitve.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: dopoldan. Šifra: 321336 . Narava dela: začasno in občasno delo "
321334,ADMINISTRATIVNA DELA,4.83 €/h neto (5.72 €/h bruto),LJUBLJANA,"Za pomoč na info pultu v salonu vozil potrebujejo zanesljivo osebo, ki ima izkušnje iz administracije in komunikacije s strankami. Pričakujejo, da je oseba aktiven uporabnik MS Office orodij, urejenost, prijaznost in komunikativnost. Obvezen je tudi vozniški izpit B-kategorije. Prosijo, da vaše vloge z življenjepisom pošljete na elektronski naslov.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321334 . Narava dela: začasno in občasno delo "
321331,POMOČ V TRGOVINIINVENTURA,5.07 €/h neto (6.00 €/h bruto),KOPER,"Pomoč v trgovini, zlaganje artiklov na police in pomoč pri inventuri. Pogoj je starost nad 18 let.Št. prostih mest: 10 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 321331 . Narava dela: začasno in občasno delo "
321330,ELEKTROTEHNIČNA DELA,5.92 €/h neto (7.00 €/h bruto),"VUZENICA, VUHRED","Za delo na terenu podjetje išče osebi z elektrotehnično izobrazbo ali z izkušnjami na področju kabliranja in priklopov svetil. Pričetek dela bo po dogovoru, predvidoma od 14. septembra dalje. Dela se po potrebi in dogovoru. Organiziran je prevoz na relaciji Šentjur-Celje-Velenje-Slovenj Gradec-Dravograd-Vuzenica-Vuhred.Št. prostih mest: 2 . Trajanje: DO CCA 24. 12. 2020 . Delovnik: Dopoldan. Šifra: 321330 . Narava dela: začasno in občasno delo "
321329,DELO V KUHINJIKUHAR,7.00 €/h neto (8.28 €/h bruto),APAČE,"So mlada ekipa, ki potrebuje tvojo pomoč in bi radi tudi tebe naučili nekaj novega. Imel boš možnost se izkazati, če le si želiš biti kuhar.Št. prostih mest: 3 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 321329 . Narava dela: začasno in občasno delo "
321328,POMOČ PRI PRODAJI,5.00 €/h neto (5.92 €/h bruto),GROSUPLJE,"Potrebujejo polnoletno, pridno osebo za pomoč pri prodaji v drogeriji. Zaželene so izkušnje z delom na blagajni, delom v trgovini in delom s strankami. Delo poteka med vikendi (sobote-izmensko delo, nedelje enoizmensko). Prijave sprejemajo na e-mail.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 321328 . Narava dela: začasno in občasno delo "
321325,PAKIRANJE,4.56 €/h neto (5.40 €/h bruto),MENGEŠ,"Iščejo dve polnoletni osebi za pakiranje manjših paketov iz spletne trgovine. Pričetek dela takoj. Zaželjene so izkušnje s podobnega oz. istega delovnega mesta. Natančnost in hitrost. Kandidati, ki imajo izkušnje z delom na računalniku oz. v administraciji imajo prednost.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 321325 . Narava dela: začasno in občasno delo "
321323,RAZVOZRAZVOZ HRANE,4.56 €/h neto (5.40 €/h bruto),MARIBOR,Podjetje potrebuje osebo za razvoz hrane. Pogoj je vozniški izpit B kategorije vsaj tri leta. Pogoj je starost nad 21 let.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321323 . Narava dela: začasno in občasno delo 
321322,ANIMATOR,PO DOGOVORU...,"TRŽIČ, ŠENČUR IN BLED","Iščejo animatorja/ko za otroke. Zaželene so izkušnje. Iščejo tudi animatorja/ko za poslikavo obraza, kjer izkušnje niso pogoj, zaželeno je, da ima oseba malo ustvarjalne žilice.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321322 . Narava dela: začasno in občasno delo "
321320,POMOČ PRI PRODAJI,4.56 €/h neto (5.40 €/h bruto),NOVO MESTO,Pomoč v trgovini za male živali. Trgovina je odprta od ponedeljka do nedelje. Pogoj je starost nad 18 let. Zaželeni sta komunikativnost in predhodno znanje o malih živalih. Kandidati z izkušnjami z delom v trgovini oz. z živalmi bodo imeli prednost.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321320 . Narava dela: začasno in občasno delo 
321319,BLAGAJNIK,4.90 €/h neto (5.80 €/h bruto),CELJE,Delo na blagajni v živilski trgovini. Zaželene izkušnje z delom na blagajni.Št. prostih mest: 1 . Trajanje: DO 31. 8. 2020 . Delovnik: Izmensko. Šifra: 321319 . Narava dela: začasno in občasno delo 
321316,POMOČ PRI PRODAJI,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,Pomoč pri prodaji kruha. Pogoj je starost nad 20 let. Pričetek dela je takoj. Pekarna je odprta od ponedeljka do sobote. Kliči med 11. in 15. uro.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321316 . Narava dela: začasno in občasno delo 
321315,POMOČ V TRGOVINI,4.82 €/h neto (5.70 €/h bruto),VIR PRI DOMŽALAH,Potrebujejo študenta/tko za pomoč pri prodaji in svetovanju strankam v trgovini z oblačili. Delo tudi med vikendi.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 321315 . Narava dela: začasno in občasno delo 
321314,ČIŠČENJE,5.50 €/h neto (6.51 €/h bruto),KRANJSKA GORA,Podjetje išče študenta/ko za čiščenje in pospravljanje v nastanitvenih obratih. Zainteresirani pošljite vlogo na e-mail ali pokličite. Pogoj je starost nad 18 let.Št. prostih mest: 1 . Trajanje: DO 31. 8. 2020 OZ. PO DOGOVORU . Delovnik: Dopoldan. Šifra: 321314 . Narava dela: začasno in občasno delo 
321311,STREŽBA,6.00 €/h neto (7.10 €/h bruto),MARIBOR,Podjetje potrebuje študenta/-ki za strežbo (brez hrane) v znanem pubu. Delo poteka v urejenem delovnem okolju. Izkušnje zaželene.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 321311 . Narava dela: začasno in občasno delo 
321310,ELEKTROTEHNIČNA DELA,5.07 €/h neto (6.00 €/h bruto),CELJE Z OKOLICO,Pomoč pri elektro inštalacijah. Pogoj: izkušnje z elektro deli.Št. prostih mest: 1 . Trajanje: DELA SE PREDVIDOMA DO 30. 9. . Delovnik: Dopoldan. Šifra: 321310 . Narava dela: začasno in občasno delo 
321308,STREŽBA,5.00 €/h neto (5.92 €/h bruto),ŠENTJUR,Iščejo študenta/-ko za delo v strežbi v trgovskem centru. Delovni čas prilagodljiv študijskim obveznostim. Izkušnje niso pogoj.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321308 . Narava dela: začasno in občasno delo 
321307,STREŽBA,6.00 €/h neto (7.10 €/h bruto),BREZOVICA,Streže se pijača. Pogoj je starost nad 18 let ter izkušnje.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321307 . Narava dela: začasno in občasno delo 
321306,POMOČ V KUHINJI,4.60 €/h neto (5.44 €/h bruto),LJUBLJANA,Pomoč pri pripravi hrane in pomivanje posode.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321306 . Narava dela: začasno in občasno delo 
321304,ANKETIRANJE,PO DOGOVORU...,LJUBLJANA IN OSTALI KRAJI PO SLOVENIJI,"Terensko anketiranje med mladimi v Sloveniji, naslovi so znani vnaprej. Uvajanje bo potekalo v Ljubljani, potni stroški bodo povrnjeni. Anketa traja cca 30 minut. Pošlji kratko prijavo z izkušnjami in želenim krajem anketiranja na email. V najkrajšem možnem času vas bodo kontaktirali.Št. prostih mest: 30 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321304 . Narava dela: začasno in občasno delo "
321303,STREŽBA,4.56 €/h neto (5.40 €/h bruto),ŠENTJUR PRI CELJU,"Iščejo študenta/tko za delo v strežbi na bencinskem servisu. Pogoj: prijaznost, komunikativnost in poštenost. Lokal je prenovljen.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 321303 . Narava dela: začasno in občasno delo "
321302,STREŽBA,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,Strežba pijače.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Izmensko. Šifra: 321302 . Narava dela: začasno in občasno delo 
321301,STROKOVNO DELOTESTIRANJE,5.50 €/h neto (6.51 €/h bruto),ŠMARTNO OB PAKI,Podjetje potrebuje osebo za testiranje in čiščenje gostinskih aparatov. Pogoj: osnovno znanje elektronike. Možnost kasnejše zaposlitve.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321301 . Narava dela: začasno in občasno delo 
321295,PRODAJADELO V TRAFIKI,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,Potrebujejo polnoletno osebo za prodajo v trafiki. Delo bo potekalo od 13.00 dalje.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 321295 . Narava dela: začasno in občasno delo 
321294,STREŽBA HRANE IN PIJAČE,6.00 €/h neto (7.10 €/h bruto),PORTOROŽ,Potrebujejo dve polnoletni osebi za strežbo hrane in pijače v restavraciji. Zaželeno je znanje kakšnega tujega jezika.Št. prostih mest: 2 . Trajanje: DO OKTOBRA 2020 . Delovnik: Izmensko. Šifra: 321294 . Narava dela: začasno in občasno delo 
321293,STREŽBA,4.56 €/h neto (5.40 €/h bruto),MARIBOR,Strežba pijače. Lokal se nahaja ob teniških igriščih. Pogoj so izkušnje.Št. prostih mest: 1 . Trajanje: ČEZ POČITNICE . Delovnik: Po dogovoru. Šifra: 321293 . Narava dela: začasno in občasno delo 
321292,DELO NA BENCINSKEM SERVISU,4.56 €/h neto (5.40 €/h bruto),SEŽANA,"Delo na bencinskem servisu v centru Sežane poteka po dogovoru - lahko med vikendom, lahko med tednom. Pogoj: starost nad 18 let. Možnost podaljšanja v jesenske mesece.Št. prostih mest: 1 . Trajanje: POLETJE 2020, DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321292 . Narava dela: začasno in občasno delo "
321289,POMOČ PRI PRODAJI,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA ŠIŠKA,Pomoč pri prodaji v trgovini z otroškimi modnimi oblačili.  Zaželene so izkušnje v prodaji in veselje do dela z ljudmi.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321289 . Narava dela: začasno in občasno delo 
321288,ADMINISTRATIVNA DELA,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"Farmacevtsko podjetje potrebuje polnoletni osebi za administrativna dela  (1.pomoč pri kreiranju nabavnih naročil, kreiranje prevzemov, uvozi in arhiviranje; 2: priprava odprem, izvozne dokumentacije, fakturiranje, arhiviranje). Pogoji: znanje angleščne, znanje Worda, Excella, PowerPointa in dobro poznavanje informacijskega sistema SAP. Prijavo s CV pošljite na e-naslov.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 321288 . Narava dela: začasno in občasno delo "
321287,ZDRAVSTVENA NEGA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA,Podjetje vabi študenta/ki zdravstvene nege za delo nege in oskrbe na domu v Ljubljani. Obseg dela se prilagodi študentu/ki. Pogoja sta starost nad 18 let in vozniško dovoljenje B kategorije. Kilometrina je plačana.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321287 . Narava dela: začasno in občasno delo 
321282,SOBAR/ICA,5.07 €/h neto (6.00 €/h bruto),DOBRNA,"Pomoč pri čiščenju  in pospravljanju hotelskih sob, garderob osebja, sanitarnih, gostinskih in medicinskih prostorov, pisarn ... Z delom se lahko prične takoj.  Dela se med tednom in ob vikendih.Št. prostih mest: 3 . Trajanje: 1 MESEC . Delovnik: Po dogovoru. Šifra: 321282 . Narava dela: začasno in občasno delo "
321280,PRODAJADELO V PEKARNI,5.00 €/h neto (5.92 €/h bruto),KOPER,"Podjetje potrebuje polnoletne, vestne, komunikativne in zanesljive osebe za prodajo pekovskih izdelkov. Delovno mesto zajema tudi pripravo sendvičev. Gre za delovnik v dopoldanskem in popoldanskem času, po dogovoru in potrebi. Pekarna je odprta od ponedeljka do nedelje. Interesanti naj pokličejo na kontakt podjetja.Št. prostih mest: 5 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321280 . Narava dela: začasno in občasno delo "
321276,PREVAJANJE,7.00 €/h neto (8.28 €/h bruto),TRZIN,"Iščejo prevajalca (m/ž) za prevajanje iz angleščine v madžarščino. Gre za enostavna besedila, opise izdelkov, ki jih prodajajo v spletni trgovini. Fleksibilni urnik. Pogoj je odlično znanje angleškega in madžarskega jezika. Svojo prijavo pošljite na elektronski naslov.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321276 . Narava dela: začasno in občasno delo "
321274,STREŽBA,5.00 €/h neto (5.92 €/h bruto),VALBURGA PRI SMLEDNIKU,Za delo v gostinskem lokalu potrebujejo komunikativno in pošteno osebo. Izkušnje niso pogoj.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 321274 . Narava dela: začasno in občasno delo 
321270,STREŽBA,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA VIČ,Strežba pijače in toplih napitkov.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Izmensko. Šifra: 321270 . Narava dela: začasno in občasno delo 
321269,DELO V ORDINACIJIPOMOČ V ZOBOZDRAVSTVENI ORDINACIJI,7.00 €/h neto (8.28 €/h bruto),LJUBLJANA,Delo v zobni ambulanti. Zaželena končana srednja zdravstvena izobrazba. Prednost imajo osebe z izkušnjami. Možnost kasnejšega podaljšanja v redno zaposlitev s polnim delovnim časom. Prijavo pošlji na e-naslov.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321269 . Narava dela: začasno in občasno delo 
321268,POMOČ PRI PRODAJI,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"Izkušnje pri prodaji oblačil zaželene. Pogoji: odgovornost, zmožnost sprjemanja le-te, veselje do dela z ljudmi, urejenost in samoiniciativnost ter iskrena želja do opravljanja resnega dela.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 321268 . Narava dela: začasno in občasno delo "
321266,PROMOCIJA,6.00 €/h neto (7.10 €/h bruto),BOVEC,Podjetje potrebuje osebo za promocije  - deljenje brezplačne kave. Delo poteka od 8.00 do 17.00.Št. prostih mest: 1 . Trajanje: 31. 7. 2020 . Delovnik: Dopoldan. Šifra: 321266 
